video_id,title,category_id,video_duration,tags_count,views,thumbnail_link,description_length,time_duration,published_at,subscribers,keyword,thumbnail_path,object_complexity,element_complexity,brightness,colorfulness
F994PhQuEJc,カツカレーに勤しむ【ASMR】 #shorts,26,72.0,6,2095349,https://i.ytimg.com/vi/F994PhQuEJc/hqdefault.jpg,324,148,2025-02-18T03:00:11Z,1850000,料理,thumbnails/F994PhQuEJc.jpg,5,3,76.84050347222222,55.8400609767893
FLFD8wmgwxI,【料理男子】くれまぐのリクエスト料理をゆうま食堂で振る舞ったら3人ともゆうまに惚れたwwwww,24,5827.0,1,1737962,https://i.ytimg.com/vi/FLFD8wmgwxI/hqdefault.jpg,2030,136,2025-03-02T11:30:07Z,4070000,料理,thumbnails/FLFD8wmgwxI.jpg,4,2,117.96793402777776,78.6030961973968
z2QoZdjmf0o,流行りの100均カップで簡単ちいかわケーキ #shorts #簡単レシピ #料理,24,38.0,11,1753413,https://i.ytimg.com/vi/z2QoZdjmf0o/hqdefault.jpg,0,151,2025-02-15T08:00:51Z,301000,料理,thumbnails/z2QoZdjmf0o.jpg,4,2,102.52825810185185,22.33303847105595
DgRZFXrHBFY,材料２つでうま過ぎた。豆腐あったらこれ作って！【カリカリチーズ豆腐】レシピの詳細は概要欄を見てね♪#豆腐 #チーズ #ガレット#おつまみ #チーズ焼き #料理動画 #レシピ動画 #簡単レシピ,26,27.0,0,2037021,https://i.ytimg.com/vi/DgRZFXrHBFY/hqdefault.jpg,706,127,2025-03-11T03:00:10Z,1170000,料理,thumbnails/DgRZFXrHBFY.jpg,1,1,79.14042824074075,36.69845011814948
qt59OGqIQv8,紫蘇味噌を常備しよう【ASMR】 #shorts,26,74.0,6,1819696,https://i.ytimg.com/vi/qt59OGqIQv8/hqdefault.jpg,349,151,2025-02-15T03:00:50Z,1850000,料理,thumbnails/qt59OGqIQv8.jpg,4,3,64.8866261574074,45.69190838661553
nBN3BIu59MY,三つの要素での料理チャレンジ | 火の女の子、水の女の子、空気の女の子 Multi DO Girls,22,631.0,6,1543160,https://i.ytimg.com/vi/nBN3BIu59MY/hqdefault.jpg,157,140,2025-02-26T06:05:01Z,36000,料理,thumbnails/nBN3BIu59MY.jpg,10,4,120.64586805555555,139.19558539526653
qFGlxTwYDPI,"最近ハマってる""すき焼き""の食べ方。#shorts #sukiyaki",26,60.0,0,1855079,https://i.ytimg.com/vi/qFGlxTwYDPI/hqdefault.jpg,0,126,2025-03-12T11:36:40Z,857000,料理,thumbnails/qFGlxTwYDPI.jpg,1,1,84.66285300925927,50.60167113986615
BfRWwKkZdhc,【大食い】飲めるピザを想像で作る主婦 #爆食い #爆食 #モッパン #cooking #料理 #cooking,24,60.0,0,1800016,https://i.ytimg.com/vi/BfRWwKkZdhc/hqdefault.jpg,14,148,2025-02-18T10:53:16Z,757000,料理,thumbnails/BfRWwKkZdhc.jpg,2,2,92.98952546296296,67.19232884705826
55vSLnq6Nyw,料理人の教えるイカの捌き方が勉強になりすぎた,24,67.0,16,1727855,https://i.ytimg.com/vi/55vSLnq6Nyw/hqdefault.jpg,567,149,2025-02-17T09:00:05Z,1730000,料理,thumbnails/55vSLnq6Nyw.jpg,3,1,71.7334375,34.399055485275255
NDIgJ8or5fA,海外の学校メイク,24,51.0,0,14957929,https://i.ytimg.com/vi/NDIgJ8or5fA/hqdefault.jpg,0,154,2025-02-12T11:00:30Z,175000,メイク,thumbnails/NDIgJ8or5fA.jpg,2,1,65.67139467592592,31.110604052986616
NdJaSfbtYmM,メイクで大変身！！可愛すぎるコスプレイヤーの驚愕の年齢,22,58.0,14,9671927,https://i.ytimg.com/vi/NdJaSfbtYmM/hqdefault.jpg,61,129,2025-03-09T09:00:32Z,31500,メイク,thumbnails/NdJaSfbtYmM.jpg,2,1,63.12334490740741,43.43830075982035
rgfL4McBACA,Latina make-up by 10 years old 😏 yes or not? #makeup #tutorial #makeuptutorial #girls #cute,22,58.0,0,7767851,https://i.ytimg.com/vi/rgfL4McBACA/hqdefault.jpg,0,125,2025-03-13T19:47:31Z,9170000,メイク,thumbnails/rgfL4McBACA.jpg,3,2,70.51398148148148,25.818001206365796
fk1P8z54BQw,100年間のリップメイクの変化,24,43.0,0,7709576,https://i.ytimg.com/vi/fk1P8z54BQw/hqdefault.jpg,15,136,2025-03-02T05:09:29Z,422000,メイク,thumbnails/fk1P8z54BQw.jpg,5,3,67.56925347222223,37.40731602343992
OPtGhPw1CFo,しなこちゃんと毎日メイク交換会👀💄💖 店長にメイクしてもらうの緊張した！！,20,104.0,0,6673364,https://i.ytimg.com/vi/OPtGhPw1CFo/hqdefault.jpg,0,152,2025-02-14T10:13:14Z,344000,メイク,thumbnails/OPtGhPw1CFo.jpg,1,1,75.72594907407408,56.70119171089136
W6uXEw-NY0k,脇や舌にここまでやる最近のkpopアイドル #カリナ #ウィンター #エスパ #アイドルメイク #ジーアイドゥル #ソヨン #aespa #gidle,24,45.0,12,6296277,https://i.ytimg.com/vi/W6uXEw-NY0k/hqdefault.jpg,75,141,2025-02-25T10:00:38Z,17400,メイク,thumbnails/W6uXEw-NY0k.jpg,2,1,86.51949074074074,39.03425115320784
PQKD90Dk_4o,出勤しながら大変身メイク,24,51.0,0,6134512,https://i.ytimg.com/vi/PQKD90Dk_4o/hqdefault.jpg,0,129,2025-03-09T11:00:34Z,175000,メイク,thumbnails/PQKD90Dk_4o.jpg,3,2,59.58178240740741,24.028674275932463
qsxLl3KJA4s,フォロワーから送られてきたヤバい服を、超かっこよく着こなしてみたら…       #shorts,26,60.0,3,4735532,https://i.ytimg.com/vi/qsxLl3KJA4s/hqdefault.jpg,1168,148,2025-02-18T09:52:54Z,1450000,メイク,thumbnails/qsxLl3KJA4s.jpg,3,1,69.77581018518518,40.85690759118012
ENvvOQGTgAc,彼氏ができるメイク,24,46.0,0,4735115,https://i.ytimg.com/vi/ENvvOQGTgAc/hqdefault.jpg,0,151,2025-02-15T03:00:18Z,175000,メイク,thumbnails/ENvvOQGTgAc.jpg,5,3,47.52028935185185,25.16830337906034
rK71spmBv18,Foundation makeup hack🤍 #makeup,22,20.0,0,4851154,https://i.ytimg.com/vi/rK71spmBv18/hqdefault.jpg,0,126,2025-03-12T15:11:03Z,1410000,メイク,thumbnails/rK71spmBv18.jpg,3,2,66.5815625,36.90842861436049
j2e3SwhcMRc,涙袋専用パレットが激盛れすぎる！！！,26,60.0,0,4686966,https://i.ytimg.com/vi/j2e3SwhcMRc/hqdefault.jpg,29,154,2025-02-12T08:00:43Z,1430000,メイク,thumbnails/j2e3SwhcMRc.jpg,4,1,79.58307291666667,27.824429279229317
wSu7w-t9sts,アートメイクをむやみにやってはいけない理由,24,51.0,0,4840709,https://i.ytimg.com/vi/wSu7w-t9sts/hqdefault.jpg,2,134,2025-03-04T08:30:21Z,369000,メイク,thumbnails/wSu7w-t9sts.jpg,3,1,58.72302662037037,36.842652432247306
9-q-AcPeWNE,夫が選んだコスメでメイクしたら、最後…　　　　　　　#shorts,26,48.0,2,4353688,https://i.ytimg.com/vi/9-q-AcPeWNE/hqdefault.jpg,1146,137,2025-03-01T08:55:59Z,1450000,メイク,thumbnails/9-q-AcPeWNE.jpg,5,2,87.12445601851852,37.35980697337788
XCOtZTLhJ14,よく見るネット活動者 #shorts,24,60.0,0,4815755,https://i.ytimg.com/vi/XCOtZTLhJ14/hqdefault.jpg,0,140,2025-02-26T11:00:50Z,860000,メイク,thumbnails/XCOtZTLhJ14.jpg,2,2,84.88991319444445,32.84236531156862
mWZZRyMkY04,アイドルになれるメイク,24,45.0,0,3310519,https://i.ytimg.com/vi/mWZZRyMkY04/hqdefault.jpg,0,144,2025-02-22T11:01:04Z,175000,メイク,thumbnails/mWZZRyMkY04.jpg,6,3,60.80512152777778,26.716312701509764
uPvJYDPghGs,一重さんのメイク方法,24,46.0,0,3020071,https://i.ytimg.com/vi/uPvJYDPghGs/hqdefault.jpg,0,145,2025-02-21T11:03:06Z,175000,メイク,thumbnails/uPvJYDPghGs.jpg,4,1,54.001302083333336,28.365023010826476
INnBYK2hE4M,ワセリンでリップバーム作ってく‼️#生活音 #コスメ #jc,22,34.0,0,3745363,https://i.ytimg.com/vi/INnBYK2hE4M/hqdefault.jpg,0,142,2025-02-24T00:42:42Z,74500,メイク,thumbnails/INnBYK2hE4M.jpg,5,3,92.32394097222222,31.35574677549486
lQY7WYFX5Po,ASMR 芸者さん方の白塗り化粧 Traditional Japanese Geisha Makeup,24,1756.0,5,2636596,https://i.ytimg.com/vi/lQY7WYFX5Po/hqdefault.jpg,774,130,2025-03-08T13:01:09Z,982000,メイク,thumbnails/lQY7WYFX5Po.jpg,3,3,66.78907407407408,33.64211686550322
9nrmMklhl6I,友達が1人しかいない。,23,56.0,0,2973330,https://i.ytimg.com/vi/9nrmMklhl6I/hqdefault.jpg,0,145,2025-02-21T13:26:43Z,704000,メイク,thumbnails/9nrmMklhl6I.jpg,3,1,82.42299189814815,32.748303129130356
0gK0voHrhUw,体調悪いけど超元気に見えるメイク。　　　　　#shorts,26,60.0,2,2604071,https://i.ytimg.com/vi/0gK0voHrhUw/hqdefault.jpg,1146,127,2025-03-11T10:06:22Z,1450000,メイク,thumbnails/0gK0voHrhUw.jpg,4,1,74.92883101851852,32.708791383931455
A3bXa4vF5t4,【無加工】韓国アイドルのメイクさんにメイクしてもらったらKPOPアイドルとしてデビュー出来るくらい変われました！メイクさんの技術すごい...,20,80.0,0,2569282,https://i.ytimg.com/vi/A3bXa4vF5t4/hqdefault.jpg,0,148,2025-02-18T09:19:37Z,344000,メイク,thumbnails/A3bXa4vF5t4.jpg,3,1,84.54584490740741,25.90904835946931
SMjIsXuXNk8,前髪切るのに失敗しちゃった,24,39.0,0,2759802,https://i.ytimg.com/vi/SMjIsXuXNk8/hqdefault.jpg,0,153,2025-02-13T03:34:14Z,175000,メイク,thumbnails/SMjIsXuXNk8.jpg,5,2,48.9278125,31.03975305741617
oamj3FP8dro,メイク面倒くさい！低気圧と花粉で頭割れそうだけど準備するかぁ😭😭,26,147.0,0,3013827,https://i.ytimg.com/vi/oamj3FP8dro/hqdefault.jpg,0,126,2025-03-12T09:48:24Z,887000,メイク,thumbnails/oamj3FP8dro.jpg,6,3,78.00830439814816,23.344766680598028
fsw3aJlnrpk,海外ガールメイク！マシュマロパンチのしなこちゃんがかわいすぎて真似しちゃった💖,20,109.0,0,2540012,https://i.ytimg.com/vi/fsw3aJlnrpk/hqdefault.jpg,0,154,2025-02-12T14:16:14Z,344000,メイク,thumbnails/fsw3aJlnrpk.jpg,3,1,74.77778356481481,47.138809411208115
RX-XyPWImp4,愛が深すぎる夫の、異常な視線。　　　　　#shorts,26,60.0,3,2324348,https://i.ytimg.com/vi/RX-XyPWImp4/hqdefault.jpg,1146,146,2025-02-20T09:43:45Z,1450000,メイク,thumbnails/RX-XyPWImp4.jpg,4,1,69.41585069444444,20.876293360825287
OqMnV7z7L50,壊れてしまった人形の顔,22,47.0,0,2294415,https://i.ytimg.com/vi/OqMnV7z7L50/hqdefault.jpg,3,138,2025-02-27T22:00:20Z,341000,メイク,thumbnails/OqMnV7z7L50.jpg,5,2,33.178443287037034,32.03965757448845
aWo5tP7UTdM,キャバ嬢メイクしてみた！！,22,79.0,0,2485184,https://i.ytimg.com/vi/aWo5tP7UTdM/hqdefault.jpg,0,151,2025-02-15T12:00:03Z,192000,メイク,thumbnails/aWo5tP7UTdM.jpg,1,1,81.11257523148149,13.958378557596134
uR27XzlWWPE,眉毛メンテナンス行ってきた！ #pr #ソロ氏 #垢抜け #眉毛サロン,22,61.0,0,2348950,https://i.ytimg.com/vi/uR27XzlWWPE/hqdefault.jpg,150,135,2025-03-03T11:00:22Z,118000,メイク,thumbnails/uR27XzlWWPE.jpg,4,1,65.72898726851852,21.209383932998502
JfxRd56ZtPQ,4人の子どもたちと家族写真撮りに行く準備 #マリリン #asmr #メイク,26,121.0,0,2677785,https://i.ytimg.com/vi/JfxRd56ZtPQ/hqdefault.jpg,0,135,2025-03-03T11:53:52Z,1300000,メイク,thumbnails/JfxRd56ZtPQ.jpg,3,1,82.97211805555555,16.49742438961224
ep0up_OwhOE,snsでメイクを習得したら,24,48.0,0,2147048,https://i.ytimg.com/vi/ep0up_OwhOE/hqdefault.jpg,0,131,2025-03-07T11:03:23Z,175000,メイク,thumbnails/ep0up_OwhOE.jpg,4,1,72.61373842592593,23.678047942585756
ULJiYng9JS4,【14選】使ってみて合わなかったコスメまとめ【イエベ春、脂性肌】,26,92.0,47,2019015,https://i.ytimg.com/vi/ULJiYng9JS4/hqdefault.jpg,2579,129,2025-03-09T07:00:26Z,138000,メイク,thumbnails/ULJiYng9JS4.jpg,1,1,102.06977430555555,28.318231030738847
lOq5qHfTEoU,【かんあきあさひ三姉妹】韓国でアイドルメイクしてみた！　#diod  #かんあきちゃんねる,22,21.0,0,2292168,https://i.ytimg.com/vi/lOq5qHfTEoU/hqdefault.jpg,0,134,2025-03-04T08:00:42Z,4100000,メイク,thumbnails/lOq5qHfTEoU.jpg,5,1,56.86063657407407,17.567353034675676
cr7Eh1d1ofE,貼るコスメでメイクしたらwwえwww #マリリン #メイク #asmr,26,116.0,0,2185128,https://i.ytimg.com/vi/cr7Eh1d1ofE/hqdefault.jpg,0,144,2025-02-22T10:33:41Z,1300000,メイク,thumbnails/cr7Eh1d1ofE.jpg,3,2,93.13564814814816,21.502530364464203
Ybbo5GyhRwM,ファンデ1本、全部使ってメイクした！,22,68.0,0,2087870,https://i.ytimg.com/vi/Ybbo5GyhRwM/hqdefault.jpg,0,134,2025-03-04T12:01:00Z,192000,メイク,thumbnails/Ybbo5GyhRwM.jpg,3,2,75.54303240740741,12.351615477617608
f5EKy07iBdI,"""男が萎えるメイク""を完全再現してみたら夫が…　　　　　#shorts",26,60.0,3,1839028,https://i.ytimg.com/vi/f5EKy07iBdI/hqdefault.jpg,1146,144,2025-02-22T08:45:43Z,1450000,メイク,thumbnails/f5EKy07iBdI.jpg,4,2,87.5444849537037,30.941943410925344
nH72XG4-izM,【GRWM】鬱明け1番最初に遊んだ活動者さんは…❤︎ #shorts,24,180.0,12,1874193,https://i.ytimg.com/vi/nH72XG4-izM/hqdefault.jpg,443,143,2025-02-23T12:04:42Z,1160000,メイク,thumbnails/nH72XG4-izM.jpg,3,1,83.63259837962963,27.154064403072475
NZB3vr9PyDc,容赦のない友人が平成コスメASMRをしてくれました,26,60.0,0,1894188,https://i.ytimg.com/vi/NZB3vr9PyDc/hqdefault.jpg,20,146,2025-02-20T08:00:17Z,1430000,メイク,thumbnails/NZB3vr9PyDc.jpg,5,2,102.75099537037038,29.86618917431648
h_Lr-MHAdOY,最近流行りのやつやってみた！#コスメ #生活音 #メイク #ロムアンド #スキンケア #セザンヌ #キャンメイク #ばずれ #雰囲気,22,17.0,0,1933326,https://i.ytimg.com/vi/h_Lr-MHAdOY/hqdefault.jpg,0,133,2025-03-05T09:49:44Z,4010,メイク,thumbnails/h_Lr-MHAdOY.jpg,1,1,88.53956597222222,21.3671498233262
10cxgkqnVvQ,KH本人とそっくりすぎるキャラメイク 【モンハンワイルズ】#shorts,20,7.0,0,1867575,https://i.ytimg.com/vi/10cxgkqnVvQ/hqdefault.jpg,641,128,2025-03-10T12:00:01Z,396000,メイク,thumbnails/10cxgkqnVvQ.jpg,2,1,45.38673611111111,26.589522199729547
ghZnPIcvgQ4,冬の儚げメイク研究したよ🥰❄#メイク #makeup #アニメ #ショートアニメ #animation,22,13.0,0,2014386,https://i.ytimg.com/vi/ghZnPIcvgQ4/hqdefault.jpg,0,154,2025-02-12T11:01:03Z,64000,メイク,thumbnails/ghZnPIcvgQ4.jpg,1,1,123.9973611111111,28.211010044324347
Se7fCNkIYQc,throwing away my best friend’s entire makeup collection 🗑️ #makeupshorts #makeupcollection #makeup,26,166.0,0,1705196,https://i.ytimg.com/vi/Se7fCNkIYQc/hqdefault.jpg,0,130,2025-03-08T20:31:53Z,564000,メイク,thumbnails/Se7fCNkIYQc.jpg,4,2,74.48171875,28.855876858039355
bw_34eQZqxQ,世界一簡単なメイクオフ #asmr #マリリン,26,68.0,0,1720363,https://i.ytimg.com/vi/bw_34eQZqxQ/hqdefault.jpg,0,126,2025-03-12T11:19:23Z,1300000,メイク,thumbnails/bw_34eQZqxQ.jpg,3,2,86.06831018518518,25.803226586705776
1ts30nc9hMs,【徹底解説】「なんか自分メイク下手かも？」って人がやりがちなポイント9選！,26,877.0,15,1364064,https://i.ytimg.com/vi/1ts30nc9hMs/hqdefault.jpg,1408,133,2025-03-05T11:00:05Z,1430000,メイク,thumbnails/1ts30nc9hMs.jpg,1,1,128.63451967592593,64.57809112130897
cY07MhF2WhA,【GRWM】半世紀ぶりのTV出演✨気合い入れて準備していくよ‼️,26,89.0,0,1760340,https://i.ytimg.com/vi/cY07MhF2WhA/hqdefault.jpg,0,130,2025-03-08T10:19:44Z,887000,メイク,thumbnails/cY07MhF2WhA.jpg,4,1,95.23645254629628,19.951598701258185
dg36fQnnKic,先に謝ります。大変申し訳ございませんでした。#キュースト ※ETVOSの下地は#ギフティング していただいたものになります！♡,23,94.0,0,1608630,https://i.ytimg.com/vi/dg36fQnnKic/hqdefault.jpg,0,130,2025-03-08T11:00:53Z,337000,メイク,thumbnails/dg36fQnnKic.jpg,2,2,105.38321180555556,19.88028872644455
E8b4A7NCG-4,厚化粧の配信者に肌加工0でライト消して見せろ！と言った結果...,26,50.0,0,1479701,https://i.ytimg.com/vi/E8b4A7NCG-4/hqdefault.jpg,0,153,2025-02-13T10:41:16Z,887000,メイク,thumbnails/E8b4A7NCG-4.jpg,2,1,88.94909722222222,38.29768231603934
0-nkQvUvLTg,【有益】美容部員が絶対使わないクソコスメあげてけ！#コスメ,22,59.0,0,1384882,https://i.ytimg.com/vi/0-nkQvUvLTg/hqdefault.jpg,703,133,2025-03-05T12:00:02Z,210000,メイク,thumbnails/0-nkQvUvLTg.jpg,0,0,107.8051273148148,48.554235123728304
f8us_2Cywbg,衝撃発表⁉️メイク工程初公開‼️‼️#shorts #メイク,22,89.0,0,1359087,https://i.ytimg.com/vi/f8us_2Cywbg/hqdefault.jpg,0,138,2025-02-28T05:52:57Z,120000,メイク,thumbnails/f8us_2Cywbg.jpg,1,1,72.79754629629629,25.10678726144413
h0ZO3MKzKSQ,"全部""貼るコスメ""だけでメイクしてみたら、夫の反応が…           #shorts",26,60.0,3,1243054,https://i.ytimg.com/vi/h0ZO3MKzKSQ/hqdefault.jpg,1146,142,2025-02-24T09:44:23Z,1450000,メイク,thumbnails/h0ZO3MKzKSQ.jpg,3,1,67.83532407407408,29.831632463339005
H2Q8egtG8Dc,【💄リカちゃん新商品💎】「KATE LICCA -Make My Color-」コマーシャル＆KATEコラボおはなし動画~メイクでいちばんだいじなことは？~,24,220.0,0,1195611,https://i.ytimg.com/vi/H2Q8egtG8Dc/hqdefault.jpg,534,138,2025-02-28T00:30:17Z,45600,メイク,thumbnails/H2Q8egtG8Dc.jpg,2,2,82.14083912037037,33.18862292235119
LqyUgGBENT4,FAKE CALL PRANK SQUID GAME RED LIGHT GREEN LIGHT #shorts #roblox,20,11.0,18,104996873,https://i.ytimg.com/vi/LqyUgGBENT4/hqdefault.jpg,210,137,2025-03-01T01:52:18Z,9590000,ゲーム,thumbnails/LqyUgGBENT4.jpg,4,1,104.23228587962964,42.776392131729075
emyFrldcv0Y,OIIA Spinning Cat in Squid Game #shorts #babyduck,20,18.0,0,64934118,https://i.ytimg.com/vi/emyFrldcv0Y/hqdefault.jpg,0,134,2025-03-04T10:26:56Z,6930000,ゲーム,thumbnails/emyFrldcv0Y.jpg,4,2,91.36163194444444,73.59059415757835
Yv8xg0FMDXw,Beast Games | Episode 2 (Full Episode),22,2563.0,0,39454353,https://i.ytimg.com/vi/Yv8xg0FMDXw/hqdefault.jpg,237,154,2025-02-12T17:02:00Z,50800000,ゲーム,thumbnails/Yv8xg0FMDXw.jpg,14,1,70.67940393518519,86.22398782913349
zKvQZsTy43w,Squid Game Valentine Part 3 #squidgame #shorts,1,13.0,0,51370425,https://i.ytimg.com/vi/zKvQZsTy43w/hqdefault.jpg,0,139,2025-02-27T13:01:21Z,11000000,ゲーム,thumbnails/zKvQZsTy43w.jpg,0,0,76.95879050925926,39.19269679886001
jdmPSjon6w4,I Tried Gaming In EVERY Airplane Seat...,28,1604.0,18,33396506,https://i.ytimg.com/vi/jdmPSjon6w4/hqdefault.jpg,537,137,2025-03-01T10:37:13Z,1550000,ゲーム,thumbnails/jdmPSjon6w4.jpg,6,5,104.52814236111112,73.43565296332676
3uKsaGRK3yw,Beast Games | Episode 3 (Full Episode),22,2337.0,0,30237712,https://i.ytimg.com/vi/3uKsaGRK3yw/hqdefault.jpg,389,154,2025-02-12T17:04:00Z,50800000,ゲーム,thumbnails/3uKsaGRK3yw.jpg,2,1,92.4518113425926,99.8778887591666
vXtZGFZ9qK4,I Survived Squid Game To Save Ronaldo!,24,1809.0,33,17756640,https://i.ytimg.com/vi/vXtZGFZ9qK4/hqdefault.jpg,453,137,2025-03-01T14:27:30Z,70700000,ゲーム,thumbnails/vXtZGFZ9qK4.jpg,7,3,110.84061342592592,100.5395539789266
zn691ajbPM8,Squid Game Puzzle 😱,24,51.0,0,18012191,https://i.ytimg.com/vi/zn691ajbPM8/hqdefault.jpg,0,150,2025-02-16T19:22:40Z,70700000,ゲーム,thumbnails/zn691ajbPM8.jpg,5,1,57.96717592592593,54.68430228918788
xdbrCDNQ38E,Sprunki Hotel - Hide from Horror Sprunki! 🏨👻🎮 #Sprunki #Hotel #Horror #Game #Hide #Escape,20,16.0,73,19081477,https://i.ytimg.com/vi/xdbrCDNQ38E/hqdefault.jpg,89,130,2025-03-08T13:01:22Z,1500000,ゲーム,thumbnails/xdbrCDNQ38E.jpg,0,0,86.14112268518518,50.96636076512509
U-hRe9QOQiE,【ネコVR】🐈️猫 vs おばあちゃん👵part287 I Am Cat #vr #game #funnyvideo,20,38.0,0,14974397,https://i.ytimg.com/vi/U-hRe9QOQiE/hqdefault.jpg,119,128,2025-03-10T13:22:56Z,1770000,ゲーム,thumbnails/U-hRe9QOQiE.jpg,0,0,106.99598958333333,53.18001791133269
a_hbm-IfisU,I Learned Extreme Camouflage To Survive Squid Game!,24,4595.0,34,12196920,https://i.ytimg.com/vi/a_hbm-IfisU/hqdefault.jpg,582,144,2025-02-22T13:00:05Z,70700000,ゲーム,thumbnails/a_hbm-IfisU.jpg,7,2,69.43381365740741,104.82970345887856
dLpA-VQoHp4,I Survived Squid Game 2 In Real Life!,24,1826.0,34,11058653,https://i.ytimg.com/vi/dLpA-VQoHp4/hqdefault.jpg,455,151,2025-02-15T13:44:15Z,70700000,ゲーム,thumbnails/dLpA-VQoHp4.jpg,6,1,116.0542476851852,94.02775430769182
ni2DRGjFC0M,I Bought 250 Cursed Squid Game Products!,24,3123.0,38,8552427,https://i.ytimg.com/vi/ni2DRGjFC0M/hqdefault.jpg,479,130,2025-03-08T13:01:14Z,70700000,ゲーム,thumbnails/ni2DRGjFC0M.jpg,1,1,120.46164351851851,54.895792534696945
aljMCOlmwak,I tried making SQUID GAME DALGONA out of JOLLY RANCHERS?!,24,25.0,0,9477156,https://i.ytimg.com/vi/aljMCOlmwak/hqdefault.jpg,656,151,2025-02-14T22:05:46Z,2800000,ゲーム,thumbnails/aljMCOlmwak.jpg,5,3,93.30851851851853,75.58084655105188
ArDxIhC6Mys,【アニメ】気づかず12年ゲームフレンドだった不仲の兄弟,23,161.0,0,11079176,https://i.ytimg.com/vi/ArDxIhC6Mys/hqdefault.jpg,0,126,2025-03-12T15:27:21Z,244000,ゲーム,thumbnails/ArDxIhC6Mys.jpg,2,1,57.44888888888889,26.664570537174196
a_fEqTpX9DY,配信中に住所特定され開示請求をしたYouTuber,24,43.0,0,8752549,https://i.ytimg.com/vi/a_fEqTpX9DY/hqdefault.jpg,20,144,2025-02-22T12:00:07Z,119000,ゲーム,thumbnails/a_fEqTpX9DY.jpg,1,1,44.21155092592593,29.660641478605967
rbYjUTo1a1M,ぷよぷよを真空にするとアレが出来た,24,41.0,0,8369220,https://i.ytimg.com/vi/rbYjUTo1a1M/hqdefault.jpg,168,132,2025-03-06T09:00:58Z,468000,ゲーム,thumbnails/rbYjUTo1a1M.jpg,6,2,64.9666087962963,61.09654949669482
dP-_1rJUdhA,I Bought 100 ILLEGAL Squid Game Products!,24,1861.0,10,6347612,https://i.ytimg.com/vi/dP-_1rJUdhA/hqdefault.jpg,341,151,2025-02-15T13:00:58Z,59500000,ゲーム,thumbnails/dP-_1rJUdhA.jpg,2,1,137.4953587962963,75.88251571179293
lUmJhJdIpYo,Squid Game Season 3: CONCEPT TRAILER | Netflix,1,93.0,27,6235272,https://i.ytimg.com/vi/lUmJhJdIpYo/hqdefault.jpg,1411,138,2025-02-28T11:30:06Z,277000,ゲーム,thumbnails/lUmJhJdIpYo.jpg,4,2,75.24358217592592,88.98802435997695
of5U9cotBG8,🦖 Hulk vs Monster Red Push Race ビデオゲーム #short #funnyvideo #온라인게임 #fyp #monster,20,30.0,0,6949836,https://i.ytimg.com/vi/of5U9cotBG8/hqdefault.jpg,871,130,2025-03-08T12:30:48Z,2290000,ゲーム,thumbnails/of5U9cotBG8.jpg,3,3,120.40451388888889,65.78452439443502
yXBfT2hV0eY,親友にアキネーターゲームだと思わせて黒歴史晒してみたww,22,60.0,0,6807178,https://i.ytimg.com/vi/yXBfT2hV0eY/hqdefault.jpg,104,139,2025-02-27T07:18:45Z,2630000,ゲーム,thumbnails/yXBfT2hV0eY.jpg,3,2,76.82782407407407,23.11213303093638
fOpUfyUdSkk,殺人鬼にバレないようにおならする広告ゲームがやばすぎる【ナイトメア・パズル】【creepy puzzles】,20,54.0,7,5549593,https://i.ytimg.com/vi/fOpUfyUdSkk/hqdefault.jpg,207,151,2025-02-15T09:01:21Z,118000,ゲーム,thumbnails/fOpUfyUdSkk.jpg,9,5,84.82807870370371,31.78439734605701
mfrrB4LAM7o,友達と出来る楽しいゲーム,24,38.0,0,5639490,https://i.ytimg.com/vi/mfrrB4LAM7o/hqdefault.jpg,12,130,2025-03-08T09:43:02Z,422000,ゲーム,thumbnails/mfrrB4LAM7o.jpg,11,4,55.42741319444445,37.4243508962921
rC6iPy5dHL0,ゲーム配信をしていた弟をからかった兄のエピソード,22,60.0,24,6691916,https://i.ytimg.com/vi/rC6iPy5dHL0/hqdefault.jpg,94,124,2025-03-14T08:40:02Z,358000,ゲーム,thumbnails/rC6iPy5dHL0.jpg,2,1,81.56835648148149,38.37666220867236
UDCXxD9Gh_Q,ついにゴールしたと思ったらWWW #遠井さん #アニメ #すとぷり #anime,24,34.0,0,4920791,https://i.ytimg.com/vi/UDCXxD9Gh_Q/hqdefault.jpg,0,136,2025-03-02T04:00:16Z,3060000,ゲーム,thumbnails/UDCXxD9Gh_Q.jpg,0,0,92.43824074074074,57.087275708903825
FXSk_EQYuwQ,12年前に大流行した超名作ゲーム『 トモダチコレクション 』,20,3354.0,11,4542326,https://i.ytimg.com/vi/FXSk_EQYuwQ/hqdefault.jpg,581,130,2025-03-08T08:30:24Z,5360000,ゲーム,thumbnails/FXSk_EQYuwQ.jpg,1,1,143.28722222222223,109.95109298038037
ERISbJQ9tZc,イカゲームが作られる過程,1,54.0,0,4567834,https://i.ytimg.com/vi/ERISbJQ9tZc/hqdefault.jpg,2,142,2025-02-24T08:28:00Z,779000,ゲーム,thumbnails/ERISbJQ9tZc.jpg,1,1,34.511753472222225,23.271658664490953
